1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,
,,,,,,,View Your Core Investment Calculation, View Your Per Student Investment Calculation , View Your Additional Investment Calculation ,,,View Your Regionalization Factor,,,,View Your Local Capacity Target Calculation,,,,,,,,,,,,,,,,Additional Calculations for Tier 2 & 3 Step 2 ,,,,,,,,,,,,,,,,,
,,,,,,,Stage 1: Determining Base Adequacy Level,,,,,,,,,Stage 2: Determining Percent of Adequacy,,,,,Determining Distribution Tier,,,,,Stage 3: Determining Tier Funding,,,,,,,,,,,,,Calculating Total State Contribution ,,,,,,,,,,
District ID,District Name,County,Organization Type,,Total ASE,, Core Investment Cost ," Per Student Investment Cost
(Subject to CWI) ", Additional Investments Cost ," Per Student Investment Cost
(Not Subject to CWI) ", Adequacy Target ,"Regionalization Factor
(CWI)"," Final Adequacy Target
(Adjusted for Regionalization Factor) "," Final Adequacy Target Per Student
(Adjusted for Regionalization Factor) ",,Adjusted Local Capacity Target,Adjusted Base Funding Minimum,Final Resources,Final Percent of Adequacy,,Adequacy Funding Gap,Final Adequacy Level ,Tier Assignment,Flag Tier 1,,Tier 1 Funding Gap,Tier 1 Funding,Tier 2 Funding Gap,"Tier 2 Funding
Step 1","Tier 2 Funding
Step 2","Tier 2 Funding 
Step 3",Tier 1 Per Student,Original Tier 2 Per Student,Final Tier 2 Per Student,Tier 3 Per Student,Tier 4 Per Student, Tier 3 Funding , Tier 4 Funding ," Calculated New FY 23 Funding
(Tier Funding)",FY 23 Tier Funding Per Pupil,Gross Base Funding Minimum,Total Gross FY 23 State Contribution,FY 22 EBF Adjustments,Total NET FY 23 State Contribution,,Rep No.,Senator No.,,Per Pupil Gap to Full Funding
1902200400200,ADDISON SCHOOL DIST 4,DUPAGE,Elementary,,"  3,652.38 ",,"  22,500,768.07 ","  3,302,372.42 ","  13,282,770.93 ","  20,480,859.18 ","  59,566,770.60 ",1.05731,"  61,806,784.17 ","  16,922.33 ",,"  32,127,166.41 ","  10,864,174.65 ","  44,801,865.22 ",72.5%,,"  17,004,918.95 ",72%,1,1,,"  429,399.09 ","  128,819.73 ","  5,135,941.07 ","  322,699.39 ","  322,699.39 ",  -   , $ 35.27 , $ 88.35 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  128,819.72 ",  35.27 ,"  12,272,116.49 ","  12,400,936.21 ",,"  12,400,936.21 ",,77,39,,4656
1902200700200,WOOD DALE SCHOOL DISTRICT 7,DUPAGE,Elementary,,  935.62 ,,"  5,729,935.11 ","  845,959.53 ","  3,238,001.42 ","  4,918,936.67 ","  14,732,832.73 ",1.05731,"  15,295,267.11 ","  16,347.73 ",,"  13,765,740.39 ","  1,694,755.29 ","  16,104,052.93 ",105.3%,,"  (808,785.82)",105%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.26 ,  -    ,"  1,176.95 ","  1,176.95 ",  1.25 ,"  1,694,755.29 ","  1,695,932.24 ",,"  1,695,932.24 ",,45,23,,-864
1902201000200,ITASCA SCHOOL DIST 10,DUPAGE,Elementary,,"  1,007.13 ",,"  5,712,946.40 ","  910,616.73 ","  1,537,865.24 ","  4,588,821.26 ","  12,750,249.63 ",1.05731,"  13,217,981.08 ","  13,124.40 ",,"  11,896,182.97 ","  673,498.56 ","  12,787,845.74 ",96.7%,,"  430,135.34 ",97%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 21.51 , $ -   ,"  21,661.72 ",  -    ,"  21,661.72 ",  21.50 ,"  676,482.96 ","  698,144.68 ",,"  698,144.68 ",,45,23,,427
1902201100200,MEDINAH SCHOOL DISTRICT 11,DUPAGE,Elementary,,  621.04 ,,"  3,682,026.35 ","  561,525.73 ","  1,597,348.96 ","  3,065,012.29 ","  8,905,913.33 ",1.05731,"  9,240,655.36 ","  14,879.32 ",,"  8,316,589.82 ","  741,453.22 ","  9,658,983.48 ",104.5%,,"  (418,328.12)",105%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.14 ,  -    ,  711.06 ,  711.05 ,  1.14 ,"  741,453.22 ","  742,164.27 ",,"  742,164.27 ",,45,23,,-674
1902201200200,ROSELLE SCHOOL DISTRICT 12,DUPAGE,Elementary,,  686.97 ,,"  4,001,319.26 ","  621,137.66 ","  1,325,166.41 ","  3,240,209.26 ","  9,187,832.59 ",1.05731,"  9,528,690.88 ","  13,870.60 ",,"  9,066,375.21 ","  583,759.72 ","  9,893,001.14 ",103.8%,,"  (364,310.26)",104%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.07 ,  -    ,  733.22 ,  733.22 ,  1.06 ,"  591,115.29 ","  591,848.51 ",,"  591,848.51 ",,45,23,,-530
1902201300200,BLOOMINGDALE SCHOOL DISTRICT 13,DUPAGE,Elementary,,"  1,321.64 ",,"  7,480,336.73 ","  1,194,987.23 ","  1,823,783.07 ","  5,959,039.02 ","  16,458,146.05 ",1.05731,"  17,059,849.87 ","  12,908.09 ",,"  17,083,236.39 ","  914,880.62 ","  18,120,569.57 ",106.2%,,"  (1,060,719.70)",106%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 0.99 ,  -    ,"  1,312.74 ","  1,312.73 ",  0.99 ,"  920,644.40 ","  921,957.13 ",,"  921,957.13 ",,45,23,,-803
1902201500200,MARQUARDT SCHOOL DISTRICT 15,DUPAGE,Elementary,,"  2,403.31 ",,"  14,999,911.18 ","  2,173,000.80 ","  8,089,466.78 ","  13,338,070.42 ","  38,600,449.18 ",1.05731,"  40,048,236.11 ","  16,663.78 ",,"  20,880,819.50 ","  11,237,750.92 ","  32,389,736.84 ",80.9%,,"  7,658,499.27 ",81%,2,0,,  -   ,  -   ,"  2,231,665.09 ","  140,219.09 ","  140,219.09 ",  -   , $ -   , $ 58.34 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  12,566,071.33 ","  12,566,071.33 ",,"  12,566,071.33 ",,46,23,,3187
1902201600200,QUEEN BEE SCHOOL DISTRICT 16,DUPAGE,Elementary,,"  1,689.80 ",,"  10,254,681.51 ","  1,527,866.46 ","  5,459,557.60 ","  9,225,899.30 ","  26,468,004.87 ",1.05731,"  27,456,149.93 ","  16,248.16 ",,"  11,599,551.83 ","  8,947,314.38 ","  20,703,399.08 ",75.4%,,"  6,752,750.85 ",75%,2,0,,  -   ,  -   ,"  2,685,582.45 ","  168,739.44 ","  168,739.44 ",  -   , $ -   , $ 99.86 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  9,412,721.68 ","  9,412,721.68 ",,"  9,412,721.68 ",,46,23,,3996
1902202000200,KEENEYVILLE SCHOOL DISTRICT 20,DUPAGE,Elementary,,"  1,335.79 ",,"  8,158,394.54 ","  1,207,781.24 ","  3,759,179.46 ","  7,142,571.25 ","  20,267,926.49 ",1.05731,"  21,020,140.60 ","  15,736.11 ",,"  13,185,344.76 ","  2,531,433.57 ","  15,770,802.95 ",75.0%,,"  5,249,337.65 ",75%,2,0,,  -   ,  -   ,"  1,452,804.57 ","  91,282.03 ","  91,282.03 ",  -   , $ -   , $ 68.34 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  2,865,620.75 ","  2,865,620.75 ",,"  2,865,620.75 ",,56,28,,3930
1902202500200,BENJAMIN SCHOOL DISTRICT 25,DUPAGE,Elementary,,  592.46 ,,"  3,354,720.67 ","  535,684.55 ","  1,020,208.09 ","  2,732,137.26 ","  7,642,750.57 ",1.05731,"  7,924,177.81 ","  13,375.04 ",,"  9,815,556.18 ","  567,546.70 ","  10,472,001.56 ",132.2%,,"  (2,547,823.75)",132%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.03 ,  -    ,  609.76 ,  609.75 ,  1.02 ,"  569,471.92 ","  570,081.67 ",,"  570,081.67 ",,42,21,,-4300
1902203300200,WEST CHICAGO SCHOOL DIST 33,DUPAGE,Elementary,,"  3,522.81 ",,"  22,004,488.19 ","  3,185,219.11 ","  15,172,428.88 ","  20,540,124.69 ","  60,902,260.87 ",1.05731,"  63,215,414.89 ","  17,944.59 ",,"  22,186,415.71 ","  24,118,460.37 ","  47,805,518.89 ",75.6%,,"  15,409,896.00 ",76%,2,0,,  -   ,  -   ,"  6,581,786.34 ","  413,544.16 ","  413,544.16 ",  -   , $ -   , $ 117.39 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  25,732,905.70 ","  25,732,905.70 ",,"  25,732,905.70 ",,49,25,,4374
1902203400200,WINFIELD SCHOOL DISTRICT 34,DUPAGE,Elementary,,  299.75 ,,"  1,752,851.37 ","  271,024.95 ","  509,203.21 ","  1,393,924.11 ","  3,927,003.64 ",1.05731,"  4,072,174.42 ","  13,585.23 ",,"  4,485,263.86 ","  278,453.60 ","  4,827,121.56 ",118.5%,,"  (754,947.14)",119%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.05 ,  -    ,  313.35 ,  313.34 ,  1.04 ,"  279,071.89 ","  279,385.23 ",,"  279,385.23 ",,42,21,,-2519
1902204100200,GLEN ELLYN SCHOOL DISTRICT 41,DUPAGE,Elementary,,"  3,289.89 ",,"  18,813,452.76 ","  2,974,619.84 ","  5,608,643.49 ","  15,196,713.70 ","  42,593,429.79 ",1.05731,"  44,163,535.59 ","  13,424.01 ",,"  45,621,457.38 ","  2,630,067.76 ","  50,128,742.03 ",113.5%,,"  (5,965,206.44)",114%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.03 ,  -    ,"  3,398.34 ","  3,398.33 ",  1.03 ,"  2,630,067.76 ","  2,633,466.09 ",,"  2,633,466.09 ",,48,24,,-1813
1902204400200,LOMBARD SCHOOL DISTRICT 44,DUPAGE,Elementary,,"  2,994.23 ",,"  17,583,746.95 ","  2,707,292.93 ","  6,199,585.38 ","  14,278,261.56 ","  40,768,886.82 ",1.05731,"  42,287,064.55 ","  14,122.85 ",,"  43,580,763.42 ","  3,308,941.14 ","  48,317,058.51 ",114.3%,,"  (6,029,993.96)",114%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.09 ,  -    ,"  3,253.94 ","  3,253.94 ",  1.08 ,"  3,362,320.76 ","  3,365,574.70 ",,"  3,365,574.70 ",,48,24,,-2014
1902204500200,VILLA PARK SCHOOL DIST 45,DUPAGE,Elementary,,"  3,155.47 ",,"  19,143,530.42 ","  2,853,081.30 ","  9,067,889.86 ","  16,889,672.57 ","  47,954,174.15 ",1.05731,"  49,734,480.73 ","  15,761.35 ",,"  32,771,113.81 ","  5,615,005.07 ","  38,947,861.34 ",78.3%,,"  10,786,619.39 ",78%,2,0,,  -   ,  -   ,"  2,200,285.34 ","  138,247.45 ","  138,247.45 ",  -   , $ -   , $ 43.81 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  6,150,054.66 ","  6,150,054.66 ",,"  6,150,054.66 ",,46,23,,3418
1902204800200,SALT CREEK SCHOOL DIST 48,DUPAGE,Elementary,,  470.46 ,,"  2,771,943.79 ","  425,375.81 ","  1,018,914.98 ","  2,260,705.06 ","  6,476,939.64 ",1.05731,"  6,718,572.04 ","  14,280.85 ",,"  8,747,740.65 ","  483,544.67 ","  10,402,104.87 ",154.8%,,"  (3,683,532.83)",155%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.10 ,  -    ,  516.99 ,  516.98 ,  1.09 ,"  483,544.67 ","  484,061.65 ",,"  484,061.65 ",,77,39,,-7830
1902205300200,BUTLER SCHOOL DISTRICT 53,DUPAGE,Elementary,,  471.28 ,,"  2,573,385.26 ","  426,117.23 ","  470,839.69 ","  2,046,886.71 ","  5,517,228.89 ",1.05731,"  5,716,114.20 ","  12,128.91 ",,"  9,616,063.91 ","  293,530.19 ","  10,530,982.97 ",184.2%,,"  (4,814,868.77)",184%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 0.93 ,  -    ,  439.85 ,  439.84 ,  0.93 ,"  293,530.19 ","  293,970.03 ",,"  293,970.03 ",,47,24,,-10217
1902205800200,DOWNERS GROVE GRADE SCH DIST 58,DUPAGE,Elementary,,"  4,648.88 ",,"  26,171,465.83 ","  4,203,377.82 ","  6,063,418.43 ","  20,807,224.85 ","  57,245,486.93 ",1.05731,"  59,333,763.73 ","  12,763.02 ",,"  54,702,466.53 ","  3,449,722.72 ","  59,634,494.03 ",100.5%,,"  (300,730.30)",101%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 0.98 ,  -    ,"  4,565.67 ","  4,565.66 ",  0.98 ,"  3,456,359.92 ","  3,460,925.58 ",,"  3,460,925.58 ",,81,41,,-65
1902206000200,MAERCKER SCHOOL DISTRICT 60,DUPAGE,Elementary,,"  1,358.14 ",,"  7,975,761.05 ","  1,227,989.44 ","  3,166,896.94 ","  6,584,997.08 ","  18,955,644.51 ",1.05731,"  19,664,606.31 ","  14,479.07 ",,"  17,698,145.67 ","  1,428,895.75 ","  19,270,005.72 ",98.0%,,"  394,600.59 ",98%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 23.73 , $ -   ,"  32,226.50 ",  -    ,"  32,226.50 ",  23.72 ,"  1,437,198.94 ","  1,469,425.44 ",,"  1,469,425.44 ",,47,24,,291
1902206100200,DARIEN SCHOOL DIST 61,DUPAGE,Elementary,,"  1,293.63 ",,"  7,608,386.76 ","  1,169,661.43 ","  2,644,349.90 ","  6,537,087.51 ","  17,959,485.60 ",1.05731,"  18,614,103.23 ","  14,389.04 ",,"  14,567,397.18 ","  1,893,495.80 ","  16,572,777.22 ",89.0%,,"  2,041,326.01 ",89%,2,0,,  -   ,  -   ,"  39,113.67 ","  2,457.57 ","  39,292.39 ",  -   , $ -   , $ 1.90 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  1,955,115.91 ","  1,955,115.91 ",,"  1,955,115.91 ",,81,41,,1578
1902206200200,GOWER SCHOOL DIST 62,DUPAGE,Elementary,,  881.00 ,,"  5,082,665.32 ","  796,573.77 ","  1,411,321.50 ","  4,053,640.74 ","  11,344,201.33 ",1.05731,"  11,762,023.36 ","  13,350.76 ",,"  12,039,875.09 ","  599,290.35 ","  13,312,600.98 ",113.2%,,"  (1,550,577.62)",113%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.03 ,  -    ,  905.07 ,  905.07 ,  1.02 ,"  599,290.35 ","  600,195.42 ",,"  600,195.42 ",,82,41,,-1760
1902206300200,CASS SCHOOL DIST 63,DUPAGE,Elementary,,  752.32 ,,"  4,357,433.07 ","  680,225.17 ","  1,392,373.34 ","  3,522,366.27 ","  9,952,397.85 ",1.05731,"  10,320,902.96 ","  13,718.76 ",,"  9,288,812.66 ","  578,458.37 ","  9,915,447.55 ",96.1%,,"  405,455.41 ",96%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 22.48 , $ -   ,"  16,913.97 ",  -    ,"  16,913.97 ",  22.48 ,"  581,834.36 ","  598,748.33 ",,"  598,748.33 ",,82,41,,539
1902206600200,CENTER CASS SCHOOL DIST 66,DUPAGE,Elementary,,"  1,098.25 ",,"  6,283,693.57 ","  993,004.70 ","  1,606,042.29 ","  4,993,266.96 ","  13,876,007.52 ",1.05731,"  14,385,077.37 ","  13,098.18 ",,"  12,946,569.63 ","  734,320.00 ","  13,835,519.62 ",96.2%,,"  549,557.75 ",96%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 21.47 , $ -   ,"  23,574.37 ",  -    ,"  23,574.37 ",  21.46 ,"  737,537.63 ","  761,112.00 ",,"  761,112.00 ",,82,41,,500
1902206800200,WOODRIDGE SCHOOL DIST 68,DUPAGE,Elementary,,"  2,785.63 ",,"  16,486,669.99 ","  2,518,683.07 ","  6,517,033.89 ","  14,347,385.03 ","  39,869,771.98 ",1.05731,"  41,332,459.97 ","  14,837.74 ",,"  32,897,220.82 ","  4,003,187.47 ","  37,207,981.13 ",90.0%,,"  4,124,478.84 ",90%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 24.32 , $ -   ,"  67,735.94 ",  -    ,"  67,735.93 ",  24.31 ,"  4,453,953.50 ","  4,521,689.43 ",,"  4,521,689.43 ",,85,43,,1481
1902208601700,HINSDALE TWP H S DIST 86,DUPAGE,High School,,"  4,051.82 ",,"  25,427,265.65 ","  3,663,534.08 ","  4,964,862.06 ","  21,368,286.18 ","  55,423,947.97 ",1.05731,"  57,375,677.94 ","  14,160.47 ",,"  79,769,286.56 ","  2,804,219.14 ","  84,614,664.34 ",147.5%,,"  (27,238,986.40)",147%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.09 ,  -    ,"  4,415.00 ","  4,414.99 ",  1.08 ,"  2,808,011.92 ","  2,812,426.91 ",,"  2,812,426.91 ",,47,24,,-6723
1902208701700,GLENBARD TWP H S DIST 87,DUPAGE,High School,,"  7,997.82 ",,"  51,667,637.64 ","  7,231,388.90 ","  14,356,959.31 ","  43,962,017.37 ","  117,218,003.22 ",1.05731,"  121,416,303.76 ","  15,181.17 ",,"  102,418,505.37 ","  7,478,665.67 ","  114,064,246.39 ",93.9%,,"  7,352,057.37 ",94%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 24.88 , $ -   ,"  198,977.93 ",  -    ,"  198,977.93 ",  24.87 ,"  8,011,550.69 ","  8,210,528.62 ",,"  8,210,528.62 ",,48,24,,919
1902208801600,DU PAGE HIGH SCHOOL DIST 88,DUPAGE,High School,,"  3,854.83 ",,"  25,584,551.73 ","  3,485,421.64 ","  8,897,963.52 ","  23,075,714.14 ","  61,043,651.03 ",1.05731,"  63,219,593.48 ","  16,400.09 ",,"  46,845,980.82 ","  4,968,390.68 ","  54,710,010.23 ",86.5%,,"  8,509,583.25 ",87%,2,0,,  -   ,  -   ,"  915,520.60 ","  57,523.62 ","  117,085.63 ",  -   , $ -   , $ 14.92 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  5,522,892.22 ","  5,522,892.22 ",,"  5,522,892.22 ",,77,39,,2208
1902208900400,GLEN ELLYN C C SCHOOL DIST 89,DUPAGE,Elementary,,"  2,217.48 ",,"  12,700,106.46 ","  2,004,978.89 ","  3,496,395.17 ","  10,154,767.61 ","  28,356,248.13 ",1.05731,"  29,399,374.97 ","  13,258.01 ",,"  27,937,052.28 ","  1,632,147.18 ","  29,928,841.27 ",101.8%,,"  (529,466.30)",102%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.02 ,  -    ,"  2,262.25 ","  2,262.24 ",  1.02 ,"  1,642,895.54 ","  1,645,157.78 ",,"  1,645,157.78 ",,48,24,,-239
1902209300400,COMMUNITY CONSOLIDATED S D 93,DUPAGE,Elementary,,"  3,287.38 ",,"  19,236,791.20 ","  2,972,350.37 ","  7,697,845.73 ","  15,936,677.50 ","  45,843,664.80 ",1.05731,"  47,557,634.24 ","  14,466.72 ",,"  51,914,196.46 ","  3,798,588.94 ","  56,490,515.99 ",118.8%,,"  (8,932,881.75)",119%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.11 ,  -    ,"  3,659.51 ","  3,659.50 ",  1.11 ,"  3,914,236.88 ","  3,917,896.38 ",,"  3,917,896.38 ",,45,23,,-2717
1902209401600,COMMUNITY HIGH SCH DISTRICT 94,DUPAGE,High School,,"  2,038.00 ",,"  13,728,842.14 ","  1,842,698.46 ","  5,871,908.98 ","  12,604,831.97 ","  34,048,281.55 ",1.05731,"  35,277,205.64 ","  17,309.71 ",,"  16,540,849.09 ","  5,017,095.90 ","  23,409,002.52 ",66.4%,,"  11,868,203.12 ",66%,1,1,,"  2,407,461.38 ","  722,238.41 ","  4,910,720.17 ","  308,548.40 ","  308,548.40 ",  -   , $ 354.39 , $ 151.40 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  722,238.41 ",  354.38 ,"  5,438,892.36 ","  6,161,130.77 ",,"  6,161,130.77 ",,49,25,,5823
1902209901600,COMMUNITY HIGH SCHOOL DIST 99,DUPAGE,High School,,"  4,913.32 ",,"  31,242,486.25 ","  4,442,476.54 ","  7,006,494.03 ","  26,323,912.36 ","  69,015,369.18 ",1.05731,"  71,462,016.56 ","  14,544.54 ",,"  75,008,449.79 ","  3,995,258.28 ","  80,734,458.64 ",113.0%,,"  (9,272,442.08)",113%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.12 ,  -    ,"  5,498.92 ","  5,498.92 ",  1.11 ,"  4,042,259.05 ","  4,047,757.97 ",,"  4,047,757.97 ",,81,41,,-1887
1902210001600,FENTON COMM H S DIST 100,DUPAGE,High School,,"  1,448.31 ",,"  9,670,165.33 ","  1,309,518.45 ","  3,716,943.55 ","  8,383,905.70 ","  23,080,533.03 ",1.05731,"  23,922,796.74 ","  16,517.73 ",,"  21,826,431.92 ","  1,718,453.09 ","  25,834,766.98 ",108.0%,,"  (1,911,970.24)",108%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.27 ,  -    ,"  1,840.83 ","  1,840.83 ",  1.27 ,"  1,848,918.85 ","  1,850,759.68 ",,"  1,850,759.68 ",,77,39,,-1320
1902210801600,LAKE PARK COMM H S DIST 108,DUPAGE,High School,,"  2,563.82 ",,"  16,448,706.73 ","  2,318,129.12 ","  4,072,184.12 ","  13,902,256.26 ","  36,741,276.23 ",1.05731,"  38,050,180.46 ","  14,841.20 ",,"  39,350,783.90 ","  1,988,399.27 ","  42,413,914.71 ",111.5%,,"  (4,363,734.25)",111%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.14 ,  -    ,"  2,927.92 ","  2,927.91 ",  1.14 ,"  2,068,547.85 ","  2,071,475.76 ",,"  2,071,475.76 ",,45,23,,-1702
1902218000400,COMMUNITY CONS SCH DIST 180,DUPAGE,Elementary,,  500.97 ,,"  3,166,105.85 ","  452,962.04 ","  1,393,580.27 ","  2,564,815.52 ","  7,577,463.68 ",1.05731,"  7,864,738.54 ","  15,699.02 ",,"  8,359,312.12 ","  1,850,902.63 ","  10,433,141.53 ",132.7%,,"  (2,568,402.99)",133%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.21 ,  -    ,  605.18 ,  605.18 ,  1.20 ,"  1,850,902.63 ","  1,851,507.81 ",,"  1,851,507.81 ",,82,41,,-5127
1902218100400,HINSDALE C C SCHOOL DIST 181,DUPAGE,Elementary,,"  3,483.39 ",,"  19,171,249.96 ","  3,149,576.73 ","  3,472,765.06 ","  15,154,942.08 ","  40,948,533.83 ",1.05731,"  42,426,764.57 ","  12,179.73 ",,"  59,448,923.05 ","  2,251,066.14 ","  62,617,276.47 ",147.6%,,"  (20,190,511.90)",148%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 0.94 ,  -    ,"  3,264.69 ","  3,264.69 ",  0.93 ,"  2,252,983.36 ","  2,256,248.05 ",,"  2,256,248.05 ",,82,41,,-5796
1902220002600,COMMUNITY UNIT SCHOOL DIST 200,DUPAGE,Unit,,"  11,603.12 ",,"  69,315,095.52 ","  10,491,193.01 ","  20,172,522.65 ","  57,049,894.47 ","  157,028,705.65 ",1.05731,"  162,758,491.31 ","  14,027.13 ",,"  137,856,434.86 ","  13,464,747.50 ","  155,084,770.43 ",95.3%,,"  7,673,720.88 ",95%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 22.99 , $ -   ,"  266,729.81 ",  -    ,"  266,729.81 ",  22.98 ,"  13,577,197.57 ","  13,843,927.38 ",,"  13,843,927.38 ",,42,21,,661
1902220102600,WESTMONT C U SCHOOL DIST 201,DUPAGE,Unit,,"  1,322.04 ",,"  8,097,622.39 ","  1,195,348.90 ","  2,608,787.19 ","  6,618,569.98 ","  18,520,328.46 ",1.05731,"  19,202,418.24 ","  14,524.83 ",,"  22,270,853.11 ","  1,326,308.16 ","  24,134,274.41 ",125.7%,,"  (4,931,856.17)",126%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.12 ,  -    ,"  1,477.61 ","  1,477.60 ",  1.11 ,"  1,327,431.32 ","  1,328,908.92 ",,"  1,328,908.92 ",,47,24,,-3730
1902220202600,LISLE C U SCH DIST 202,DUPAGE,Unit,,"  1,451.25 ",,"  8,680,148.90 ","  1,312,176.71 ","  2,318,450.02 ","  7,024,257.39 ","  19,335,033.02 ",1.05731,"  20,040,563.57 ","  13,809.17 ",,"  28,072,266.17 ","  1,253,602.47 ","  29,953,132.57 ",149.5%,,"  (9,912,569.00)",149%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.06 ,  -    ,"  1,542.10 ","  1,542.09 ",  1.06 ,"  1,255,535.40 ","  1,257,077.49 ",,"  1,257,077.49 ",,48,24,,-6830
1902220302600,NAPERVILLE C U DIST 203,DUPAGE,Unit,,"  16,150.20 ",,"  94,352,699.95 ","  14,602,526.33 ","  21,195,946.57 ","  76,691,344.67 ","  206,842,517.52 ",1.05731,"  214,301,481.24 ","  13,269.27 ",,"  238,665,783.65 ","  12,663,217.42 ","  255,703,715.68 ",119.3%,,"  (41,402,234.44)",119%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.02 ,  -    ,"  16,490.26 ","  16,490.26 ",  1.02 ,"  12,681,170.70 ","  12,697,660.96 ",,"  12,697,660.96 ",,41,21,,-2564
1902220402600,INDIAN PRAIRIE C U SCH DIST 204,DUPAGE,Unit,,"  26,147.36 ",,"  153,137,902.91 ","  23,641,658.49 ","  38,023,819.98 ","  133,062,206.18 ","  347,865,587.56 ",1.05731,"  360,175,969.34 ","  13,774.85 ",,"  257,493,771.99 ","  40,874,063.56 ","  302,861,668.29 ",84.1%,,"  57,314,301.05 ",84%,2,0,,  -   ,  -   ,"  7,447,457.43 ","  467,935.66 ","  794,193.28 ",  -   , $ -   , $ 17.90 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  41,204,419.51 ","  41,204,419.51 ",,"  41,204,419.51 ",,84,42,,2192
