1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,
,,,,,,,View Your Core Investment Calculation, View Your Per Student Investment Calculation , View Your Additional Investment Calculation ,,,View Your Regionalization Factor,,,,View Your Local Capacity Target Calculation,,,,,,,,,,,,,,,,Additional Calculations for Tier 2 & 3 Step 2 ,,,,,,,,,,,,,,,,,
,,,,,,,Stage 1: Determining Base Adequacy Level,,,,,,,,,Stage 2: Determining Percent of Adequacy,,,,,Determining Distribution Tier,,,,,Stage 3: Determining Tier Funding,,,,,,,,,,,,,Calculating Total State Contribution ,,,,,,,,,,
District ID,District Name,County,Organization Type,,Total ASE,, Core Investment Cost ," Per Student Investment Cost
(Subject to CWI) ", Additional Investments Cost ," Per Student Investment Cost
(Not Subject to CWI) ", Adequacy Target ,"Regionalization Factor
(CWI)"," Final Adequacy Target
(Adjusted for Regionalization Factor) "," Final Adequacy Target Per Student
(Adjusted for Regionalization Factor) ",,Adjusted Local Capacity Target,Adjusted Base Funding Minimum,Final Resources,Final Percent of Adequacy,,Adequacy Funding Gap,Final Adequacy Level ,Tier Assignment,Flag Tier 1,,Tier 1 Funding Gap,Tier 1 Funding,Tier 2 Funding Gap,"Tier 2 Funding
Step 1","Tier 2 Funding
Step 2","Tier 2 Funding 
Step 3",Tier 1 Per Student,Original Tier 2 Per Student,Final Tier 2 Per Student,Tier 3 Per Student,Tier 4 Per Student, Tier 3 Funding , Tier 4 Funding ," Calculated New FY 23 Funding
(Tier Funding)",FY 23 Tier Funding Per Pupil,Gross Base Funding Minimum,Total Gross FY 23 State Contribution,FY 22 EBF Adjustments,Total NET FY 23 State Contribution,,Rep No.,Senator No.,,Per Pupil Gap to Full Funding
0301100802600,PANA COMM UNIT SCHOOL DIST 8,CHRISTIAN,Unit,,"  1,155.28 ",,"  7,275,006.34 ","  1,044,569.51 ","  2,439,599.66 ","  6,252,636.95 ","  17,011,812.46 ",0.9,"  15,935,894.90 ","  13,793.96 ",,"  4,332,847.76 ","  6,642,167.73 ","  11,495,449.66 ",72.1%,,"  4,440,445.24 ",72%,1,1,,"  166,711.44 ","  50,013.43 ","  2,078,892.89 ","  130,620.16 ","  130,620.16 ",  -   , $ 43.29 , $ 113.06 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  50,013.43 ",  43.29 ,"  6,986,060.08 ","  7,036,073.51 ",,"  7,036,073.51 ",,95,48,,3844
0301101402400,SOUTH FORK SCHOOL DISTRICT 14,CHRISTIAN,Unit,,  285.36 ,,"  1,769,961.70 ","  258,013.95 ","  542,751.58 ","  1,512,888.77 ","  4,083,616.00 ",0.9,"  3,826,543.27 ","  13,409.52 ",,"  654,374.16 ","  1,859,582.61 ","  2,601,170.65 ",68.0%,,"  1,225,372.62 ",68%,1,1,,"  199,159.32 ","  59,747.80 ","  654,171.85 ","  41,102.66 ","  41,102.66 ",  -   , $ 209.38 , $ 144.04 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  59,747.79 ",  209.37 ,"  1,939,197.92 ","  1,998,945.71 ",,"  1,998,945.71 ",,96,48,,4294
0302501002600,ALTAMONT COMM UNIT SCH DIST 10,EFFINGHAM,Unit,,  707.00 ,,"  4,350,541.74 ","  639,248.19 ","  1,309,988.03 ","  3,739,372.00 ","  10,039,149.96 ",0.9,"  9,409,172.16 ","  13,308.58 ",,"  3,137,017.99 ","  3,270,815.30 ","  6,583,878.99 ",70.0%,,"  2,825,293.17 ",70%,1,1,,"  301,914.51 ","  90,574.35 ","  1,195,748.15 ","  75,130.77 ","  75,130.77 ",  -   , $ 128.11 , $ 106.27 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  90,574.35 ",  128.11 ,"  3,387,956.64 ","  3,478,530.99 ",,"  3,478,530.99 ",,107,54,,3996
0302502002600,BEECHER CITY C U SCHOOL DIST 20,EFFINGHAM,Unit,,  313.75 ,,"  1,925,602.58 ","  283,683.33 ","  539,361.17 ","  1,554,220.04 ","  4,302,867.12 ",0.9,"  4,028,002.40 ","  12,838.25 ",,"  3,130,563.46 ","  593,308.05 ","  4,013,414.75 ",99.6%,,"  14,587.65 ",100%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 21.04 , $ -   ,"  6,601.12 ",  -    ,"  6,601.11 ",  21.03 ,"  594,027.29 ","  600,628.40 ",,"  600,628.40 ",,107,54,,46
0302503002600,DIETERICH COMM UNIT SCH DIST 30,EFFINGHAM,Unit,,  545.25 ,,"  3,225,123.90 ","  492,998.69 ","  751,371.00 ","  2,744,165.53 ","  7,213,659.12 ",0.9,"  6,766,709.76 ","  12,410.28 ",,"  1,576,643.37 ","  2,606,779.09 ","  4,334,934.92 ",64.1%,,"  2,431,774.84 ",64%,1,1,,"  617,059.30 ","  185,117.79 ","  1,204,179.32 ","  75,660.51 ","  75,660.51 ",  -   , $ 339.51 , $ 138.76 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  185,117.78 ",  339.50 ,"  2,638,033.47 ","  2,823,151.25 ",,"  2,823,151.25 ",,109,55,,4460
0302504002600,EFFINGHAM COMM UNIT SCH DIST 40,EFFINGHAM,Unit,,"  2,374.96 ",,"  14,648,674.08 ","  2,147,367.58 ","  4,642,556.75 ","  12,625,450.44 ","  34,064,048.85 ",0.9,"  31,920,189.00 ","  13,440.30 ",,"  20,489,569.31 ","  6,152,822.59 ","  27,831,285.65 ",87.2%,,"  4,088,903.35 ",87%,2,0,,  -   ,  -   ,"  321,174.32 ","  20,179.90 ","  72,136.43 ",  -   , $ -   , $ 8.50 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  6,322,616.95 ","  6,322,616.95 ",,"  6,322,616.95 ",,107,54,,1722
0302505002600,TEUTOPOLIS C U SCHOOL DIST 50,EFFINGHAM,Unit,,"  1,055.75 ",,"  6,109,975.87 ","  954,577.47 ","  1,116,785.23 ","  5,205,658.82 ","  13,386,997.39 ",0.9,"  12,568,863.53 ","  11,905.15 ",,"  6,177,596.42 ","  3,265,352.39 ","  9,734,439.36 ",77.4%,,"  2,834,424.17 ",77%,2,0,,  -   ,  -   ,"  802,177.98 ","  50,402.13 ","  50,402.13 ",  -   , $ -   , $ 47.74 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  3,275,694.66 ","  3,275,694.66 ",,"  3,275,694.66 ",,109,55,,2685
0302620102600,BROWNSTOWN C U SCH DIST 201,FAYETTE,Unit,,  359.75 ,,"  2,218,600.49 ","  325,275.15 ","  691,302.68 ","  1,895,104.04 ","  5,130,282.36 ",0.9,"  4,806,764.53 ","  13,361.40 ",,"  783,983.29 ","  2,205,030.69 ","  3,149,414.71 ",65.5%,,"  1,657,349.82 ",66%,1,1,,"  368,257.98 ","  110,477.40 ","  892,299.41 ","  56,064.60 ","  56,064.60 ",  -   , $ 307.09 , $ 155.84 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  110,477.39 ",  307.09 ,"  2,270,030.17 ","  2,380,507.56 ",,"  2,380,507.56 ",,107,54,,4607
0302620202600,ST ELMO C U SCHOOL DIST 202,FAYETTE,Unit,,  401.96 ,,"  2,519,997.88 ","  363,440.17 ","  838,180.15 ","  2,159,338.44 ","  5,880,956.64 ",0.9,"  5,508,794.82 ","  13,704.83 ",,"  1,153,484.15 ","  2,266,274.06 ","  3,927,333.05 ",71.3%,,"  1,581,461.77 ",71%,1,1,,"  104,097.45 ","  31,229.23 ","  791,687.49 ","  49,742.99 ","  49,742.99 ",  -   , $ 77.69 , $ 123.75 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  31,229.23 ",  77.69 ,"  2,336,874.63 ","  2,368,103.86 ",,"  2,368,103.86 ",,107,54,,3934
0302620302600,VANDALIA C U SCH DIST 203,FAYETTE,Unit,,"  1,354.54 ",,"  8,390,652.12 ","  1,224,734.43 ","  2,581,224.95 ","  7,163,009.65 ","  19,359,621.15 ",0.9,"  18,139,959.99 ","  13,391.97 ",,"  4,355,404.39 ","  7,642,488.86 ","  12,473,361.02 ",68.8%,,"  5,666,598.97 ",69%,1,1,,"  801,772.70 ","  240,531.81 ","  2,744,812.87 ","  172,460.98 ","  172,460.98 ",  -   , $ 177.57 , $ 127.32 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  240,531.81 ",  177.57 ,"  7,909,000.94 ","  8,149,532.75 ",,"  8,149,532.75 ",,107,54,,4183
0302620402600,RAMSEY COMM UNIT SCH DIST 204,FAYETTE,Unit,,  394.54 ,,"  2,434,841.21 ","  356,731.23 ","  747,033.84 ","  2,095,411.27 ","  5,634,017.55 ",0.9,"  5,280,156.92 ","  13,383.07 ",,"  1,047,890.00 ","  2,567,064.31 ","  3,713,949.91 ",70.3%,,"  1,566,207.01 ",70%,1,1,,"  150,159.45 ","  45,047.84 ","  797,096.96 ","  50,082.88 ","  50,082.88 ",  -   , $ 114.18 , $ 126.94 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  45,047.83 ",  114.17 ,"  2,659,560.83 ","  2,704,608.66 ",,"  2,704,608.66 ",,107,54,,3970
0306800202600,PANHANDLE COMM UNIT SCH DIST 2,MONTGOMERY,Unit,,  434.46 ,,"  2,670,612.57 ","  392,825.69 ","  773,441.03 ","  2,283,642.25 ","  6,120,521.54 ",0.9,"  5,736,833.61 ","  13,204.51 ",,"  3,458,150.77 ","  1,174,414.82 ","  4,873,586.39 ",85.0%,,"  863,247.22 ",85%,2,0,,  -   ,  -   ,"  115,738.67 ","  7,272.05 ","  13,196.18 ",  -   , $ -   , $ 16.74 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  1,205,239.28 ","  1,205,239.28 ",,"  1,205,239.28 ",,95,48,,1987
0306800302600,HILLSBORO COMM UNIT SCH DIST 3,MONTGOMERY,Unit,,"  1,488.78 ",,"  9,153,642.82 ","  1,346,110.21 ","  2,689,960.43 ","  7,829,865.57 ","  21,019,579.03 ",0.9,"  19,700,607.67 ","  13,232.71 ",,"  6,293,659.94 ","  5,246,495.07 ","  13,829,082.67 ",70.2%,,"  5,871,525.00 ",70%,1,1,,"  588,159.78 ","  176,447.93 ","  2,566,536.23 ","  161,259.57 ","  161,259.57 ",  -   , $ 118.52 , $ 108.32 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  176,447.93 ",  118.51 ,"  5,530,683.71 ","  5,707,131.64 ",,"  5,707,131.64 ",,95,48,,3944
0306801202600,LITCHFIELD C U SCHOOL DIST 12,MONTGOMERY,Unit,,"  1,242.28 ",,"  7,795,107.00 ","  1,123,232.30 ","  2,616,595.15 ","  6,691,657.12 ","  18,226,591.57 ",0.9,"  17,073,098.12 ","  13,743.35 ",,"  5,218,364.80 ","  6,103,304.33 ","  12,172,570.21 ",71.3%,,"  4,900,527.91 ",71%,1,1,,"  321,815.71 ","  96,544.71 ","  2,170,458.38 ","  136,373.37 ","  136,373.37 ",  -   , $ 77.72 , $ 109.78 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  96,544.71 ",  77.71 ,"  6,373,766.75 ","  6,470,311.46 ",,"  6,470,311.46 ",,95,48,,3945
0306802202600,NOKOMIS COMM UNIT SCH DIST 22,MONTGOMERY,Unit,,  557.12 ,,"  3,421,381.57 ","  503,731.19 ","  1,018,528.68 ","  2,934,778.94 ","  7,878,420.38 ",0.9,"  7,384,056.23 ","  13,253.97 ",,"  2,270,597.29 ","  2,947,744.16 ","  5,515,503.01 ",74.7%,,"  1,868,553.22 ",75%,2,0,,  -   ,  -   ,"  782,627.21 ","  49,173.72 ","  49,173.72 ",  -   , $ -   , $ 88.26 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  3,069,314.40 ","  3,069,314.40 ",,"  3,069,314.40 ",,95,48,,3354
0400000000092,ALT SCH-BOONE/WINNEBAGO ROE,WINNEBAGO,Regional,,  1.99 ,,"  9,543.11 ","  1,799.29 ",  998.63 ,"  9,191.75 ","  21,532.78 ",0.91522,"  20,486.50 ","  10,294.72 ",,"  2,048.65 ","  280,077.11 ","  282,125.76 ",1377.1%,,"  (261,639.26)",1377%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 0.79 ,  -    ,  1.58 ,  1.57 ,  0.78 ,"  280,077.11 ","  280,078.68 ",,"  280,078.68 ",,68,34,,-131477
0400000000093,SAFE SCH-BOONE/WINNEBAGO ROE,WINNEBAGO,Regional,,  191.31 ,,"  1,192,114.64 ","  172,976.76 ","  432,256.94 ","  1,072,128.32 ","  2,869,476.66 ",0.91522,"  2,717,097.46 ","  14,202.58 ",,"  271,709.74 ","  1,642,762.69 ","  1,914,472.43 ",70.5%,,"  802,625.03 ",70%,1,1,,"  73,946.07 ","  22,183.82 ","  457,858.32 ","  28,767.97 ","  28,767.97 ",  -   , $ 115.96 , $ 150.37 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  22,183.82 ",  115.95 ,"  1,642,762.69 ","  1,664,946.51 ",,"  1,664,946.51 ",,68,34,,4195
0400000000095,ALOP-BOONE/WINNEBAGO ROE,WINNEBAGO,Regional,,  164.98 ,,"  1,102,729.32 ","  149,169.96 ","  370,440.25 ","  986,447.29 ","  2,608,786.82 ",0.91522,"  2,471,244.87 ","  14,979.05 ",,"  247,124.48 ","  1,409,475.12 ","  1,656,599.60 ",67.0%,,"  814,645.27 ",67%,1,1,,"  151,899.76 ","  45,569.93 ","  469,755.77 ","  29,515.51 ","  29,515.51 ",  -   , $ 276.21 , $ 178.90 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  45,569.92 ",  276.21 ,"  1,409,475.12 ","  1,455,045.04 ",,"  1,455,045.04 ",,68,34,,4938
0400410002600,BELVIDERE C U SCH DIST 100,BOONE,Unit,,"  7,457.29 ",,"  46,246,484.03 ","  6,742,657.89 ","  18,189,636.03 ","  40,942,836.54 ","  112,121,614.49 ",0.95336,"  108,801,836.28 ","  14,589.99 ",,"  33,128,211.07 ","  37,510,718.49 ","  75,404,836.05 ",69.3%,,"  33,397,000.23 ",69%,1,1,,"  4,218,213.11 ","  1,265,463.93 ","  15,530,488.53 ","  975,805.42 ","  975,805.42 ",  -   , $ 169.69 , $ 130.85 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  1,265,463.93 ",  169.69 ,"  38,695,103.92 ","  39,960,567.85 ",,"  39,960,567.85 ",,69,35,,4478
0400420002600,NORTH BOONE C U SCH DIST 200,BOONE,Unit,,"  1,525.46 ",,"  9,285,091.54 ","  1,379,275.16 ","  2,977,899.53 ","  8,057,129.97 ","  21,699,396.20 ",0.95336,"  21,063,120.90 ","  13,807.71 ",,"  5,938,979.98 ","  8,104,546.95 ","  14,252,376.11 ",67.7%,,"  6,810,744.79 ",68%,1,1,,"  1,161,976.88 ","  348,593.07 ","  3,327,425.90 ","  209,067.49 ","  209,067.49 ",  -   , $ 228.52 , $ 137.05 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  348,593.06 ",  228.51 ,"  8,310,214.76 ","  8,658,807.82 ",,"  8,658,807.82 ",,69,35,,4465
0410112202200,HARLEM UNIT DIST 122,WINNEBAGO,Unit,,"  6,095.47 ",,"  37,802,363.82 ","  5,511,341.10 ","  12,489,062.62 ","  32,613,990.79 ","  88,416,758.33 ",0.91522,"  83,685,799.69 ","  13,729.17 ",,"  26,644,882.90 ","  30,850,247.26 ","  62,786,288.30 ",75.0%,,"  20,899,511.39 ",75%,2,0,,  -   ,  -   ,"  9,163,870.15 ","  575,780.61 ","  575,780.61 ",  -   , $ -   , $ 94.46 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  31,956,757.24 ","  31,956,757.24 ",,"  31,956,757.24 ",,68,34,,3429
0410113100400,KINNIKINNICK C C SCH DIST 131,WINNEBAGO,Elementary,,"  1,713.80 ",,"  9,739,283.65 ","  1,549,566.54 ","  2,205,913.82 ","  8,176,699.04 ","  21,671,463.05 ",0.91522,"  20,527,376.96 ","  11,977.69 ",,"  10,323,063.34 ","  4,297,806.64 ","  15,703,398.22 ",76.5%,,"  4,823,978.74 ",76%,2,0,,  -   ,  -   ,"  1,568,522.43 ","  98,552.77 ","  98,552.77 ",  -   , $ -   , $ 57.51 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  4,346,478.61 ","  4,346,478.61 ",,"  4,346,478.61 ",,69,35,,2815
0410113300400,PRAIRIE HILL C C SCH DIST 133,WINNEBAGO,Elementary,,  715.00 ,,"  4,000,192.88 ","  646,481.55 ","  793,435.34 ","  3,350,448.15 ","  8,790,557.92 ",0.91522,"  8,329,345.41 ","  11,649.43 ",,"  3,562,043.81 ","  2,214,694.61 ","  5,859,839.41 ",70.4%,,"  2,469,506.00 ",70%,1,1,,"  235,718.36 ","  70,715.51 ","  938,417.47 ","  58,962.27 ","  58,962.27 ",  -   , $ 98.90 , $ 82.46 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  70,715.50 ",  98.90 ,"  2,229,829.09 ","  2,300,544.59 ",,"  2,300,544.59 ",,69,35,,3454
0410113400400,SHIRLAND C C SCHOOL DIST 134,WINNEBAGO,Elementary,,  100.00 ,,"  583,599.82 ","  90,417.00 ","  151,459.02 ","  460,255.46 ","  1,285,731.30 ",0.91522,"  1,215,747.46 ","  12,157.47 ",,"  1,173,063.25 ","  114,289.56 ","  1,330,185.37 ",109.4%,,"  (114,437.91)",109%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 0.94 ,  -    ,  93.55 ,  93.55 ,  0.93 ,"  115,932.77 ","  116,026.32 ",,"  116,026.32 ",,69,35,,-1144
0410114000400,ROCKTON SCH DIST 140,WINNEBAGO,Elementary,,"  1,535.06 ",,"  8,773,709.20 ","  1,387,955.20 ","  2,017,652.79 ","  7,348,214.55 ","  19,527,531.74 ",0.91522,"  18,494,969.22 ","  12,048.36 ",,"  6,703,416.33 ","  5,091,258.53 ","  12,289,275.54 ",66.4%,,"  6,205,693.68 ",66%,1,1,,"  1,245,660.03 ","  373,698.01 ","  2,693,762.15 ","  169,253.38 ","  169,253.38 ",  -   , $ 243.44 , $ 110.26 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  373,698.00 ",  243.44 ,"  5,162,536.85 ","  5,536,234.85 ",,"  5,536,234.85 ",,69,35,,4043
0410120502500,ROCKFORD SCHOOL DIST 205,WINNEBAGO,Unit,,"  25,766.63 ",,"  167,441,027.05 ","  23,297,413.84 ","  80,648,391.36 ","  147,949,461.61 ","  419,336,293.86 ",0.91522,"  396,328,118.22 ","  15,381.44 ",,"  79,488,340.96 ","  154,243,037.59 ","  274,009,711.62 ",69.1%,,"  122,318,406.60 ",69%,1,1,,"  16,030,000.20 ","  4,809,000.06 ","  64,396,156.17 ","  4,046,113.45 ","  4,046,113.45 ",  -   , $ 186.64 , $ 157.03 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  4,809,000.06 ",  186.63 ,"  168,195,598.72 ","  173,004,598.78 ",,"  173,004,598.78 ",,67,34,,4747
0410120701600,HONONEGAH COMM H S DIST 207,WINNEBAGO,High School,,"  1,925.31 ",,"  12,122,602.08 ","  1,740,807.54 ","  2,356,603.45 ","  10,714,424.52 ","  26,934,437.59 ",0.91522,"  25,559,304.87 ","  13,275.42 ",,"  10,658,598.61 ","  6,331,079.29 ","  18,155,471.21 ",71.0%,,"  7,403,833.66 ",71%,1,1,,"  549,266.30 ","  164,779.89 ","  3,217,305.70 ","  202,148.46 ","  202,148.46 ",  -   , $ 85.59 , $ 105.00 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  164,779.88 ",  85.58 ,"  6,388,650.07 ","  6,553,429.95 ",,"  6,553,429.95 ",,69,35,,3846
0410132002600,SOUTH BELOIT C U SCH DIST 320,WINNEBAGO,Unit,,  874.12 ,,"  5,455,489.95 ","  790,353.08 ","  2,033,254.06 ","  4,743,086.79 ","  13,022,183.88 ",0.91522,"  12,320,282.03 ","  14,094.49 ",,"  2,559,540.09 ","  4,855,554.55 ","  8,711,660.08 ",70.7%,,"  3,608,621.95 ",71%,1,1,,"  304,533.54 ","  91,360.06 ","  1,857,209.42 ","  116,691.44 ","  116,691.44 ",  -   , $ 104.52 , $ 133.50 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  91,360.06 ",  104.51 ,"  5,121,693.01 ","  5,213,053.07 ",,"  5,213,053.07 ",,69,35,,4128
0410132102600,PECATONICA C U SCH DIST 321,WINNEBAGO,Unit,,  884.79 ,,"  5,211,084.18 ","  800,000.57 ","  1,203,410.09 ","  4,460,323.34 ","  11,674,818.18 ",0.91522,"  11,063,173.30 ","  12,503.72 ",,"  4,157,384.83 ","  2,996,495.75 ","  7,724,396.39 ",69.8%,,"  3,338,776.91 ",70%,1,1,,"  371,823.51 ","  111,547.05 ","  1,437,766.60 ","  90,337.17 ","  90,337.17 ",  -   , $ 126.07 , $ 102.10 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  111,547.05 ",  126.07 ,"  3,040,050.39 ","  3,151,597.44 ",,"  3,151,597.44 ",,89,45,,3774
0410132202600,DURAND C U SCH DIST 322,WINNEBAGO,Unit,,  545.38 ,,"  3,265,378.45 ","  493,116.23 ","  787,118.00 ","  2,794,171.34 ","  7,339,784.02 ",0.91522,"  6,954,406.97 ","  12,751.48 ",,"  4,533,630.76 ","  1,865,546.30 ","  6,523,486.71 ",93.8%,,"  430,920.26 ",94%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 20.90 , $ -   ,"  11,396.93 ",  -    ,"  11,396.93 ",  20.89 ,"  1,881,766.43 ","  1,893,163.36 ",,"  1,893,163.36 ",,89,45,,790
0410132302600,WINNEBAGO C U SCH DIST 323,WINNEBAGO,Unit,,"  1,302.20 ",,"  7,743,670.25 ","  1,177,410.17 ","  1,843,966.03 ","  6,645,205.58 ","  17,410,252.03 ",0.91522,"  16,497,591.39 ","  12,669.01 ",,"  6,873,973.76 ","  4,256,011.44 ","  11,760,086.40 ",71.3%,,"  4,737,504.99 ",71%,1,1,,"  313,133.82 ","  93,940.15 ","  1,870,829.18 ","  117,547.19 ","  117,547.19 ",  -   , $ 72.14 , $ 90.27 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  93,940.14 ",  72.13 ,"  4,317,438.94 ","  4,411,379.08 ",,"  4,411,379.08 ",,89,45,,3638
0500000000093,SAFE SCH-INTERMEDIATE SERVICE CEN,COOK,Regional,,  30.31 ,,"  179,978.23 ","  27,405.39 ","  64,097.64 ","  169,912.51 ","  441,393.77 ",1.05731,"  456,952.35 ","  15,075.96 ",,"  45,695.23 ","  408,196.73 ","  453,891.96 ",99.3%,,"  3,060.39 ",99%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 24.71 , $ -   ,  748.86 ,  -    ,  748.85 ,  24.70 ,"  408,196.73 ","  408,945.58 ",,"  408,945.58 ",,55,28,,101
0500000000095,Region 05 North Cook ISC 1 ALOP,COOK,Regional,,  14.00 ,,"  84,968.43 ","  12,658.38 ","  19,073.50 ","  72,983.18 ","  189,683.49 ",1.05731,"  196,371.58 ","  14,026.54 ",,"  19,637.15 ","  63,128.52 ","  82,765.67 ",42.1%,,"  113,605.91 ",42%,1,1,,"  60,942.42 ","  18,282.73 ","  68,117.42 ","  4,279.93 ","  4,279.93 ",  -   ," $ 1,305.91 ", $ 305.71 , $ -   , $ -   , $ -   ,  -    ,  -    ,"  18,282.72 ","  1,305.90 ","  63,128.52 ","  81,411.24 ",,"  81,411.24 ",,55,28,,8115
0501601500400,PALATINE C C SCHOOL DIST 15,COOK,Elementary,,"  10,876.56 ",,"  64,369,166.30 ","  9,834,259.25 ","  28,628,419.30 ","  56,993,923.47 ","  159,825,768.32 ",1.05731,"  165,719,061.35 ","  15,236.34 ",,"  118,851,138.61 ","  16,085,731.04 ","  137,891,618.40 ",83.2%,,"  27,827,442.95 ",83%,2,0,,  -   ,  -   ,"  4,012,598.87 ","  252,118.00 ","  330,361.88 ",  -   , $ -   , $ 23.18 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  17,282,375.23 ","  17,282,375.23 ",,"  17,282,375.23 ",,54,27,,2558
0501602100400,WHEELING C C SCHOOL DIST 21,COOK,Elementary,,"  5,657.46 ",,"  34,808,425.60 ","  5,115,305.60 ","  20,642,864.57 ","  31,721,920.50 ","  92,288,516.27 ",1.05731,"  95,759,587.87 ","  16,926.25 ",,"  71,608,655.67 ","  11,663,369.49 ","  85,236,349.80 ",89.0%,,"  10,523,238.07 ",89%,2,0,,  -   ,  -   ,"  420,213.09 ","  26,402.66 ","  171,838.26 ",  -   , $ -   , $ 4.67 , $ -   , $ -   , $ -   ,  -    ,  -    ,  -   ,  -   ,"  13,263,321.98 ","  13,263,321.98 ",,"  13,263,321.98 ",,57,29,,1860
0501602300200,PROSPECT HEIGHTS SCHOOL DIST 23,COOK,Elementary,,"  1,380.31 ",,"  8,082,607.38 ","  1,248,034.89 ","  3,645,387.52 ","  6,815,662.84 ","  19,791,692.63 ",1.05731,"  20,535,348.90 ","  14,877.34 ",,"  17,844,005.89 ","  1,797,037.13 ","  19,778,654.00 ",96.3%,,"  756,694.90 ",96%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 24.38 , $ -   ,"  33,653.48 ",  -    ,"  33,653.48 ",  24.38 ,"  1,846,549.00 ","  1,880,202.48 ",,"  1,880,202.48 ",,53,27,,548
0501602500200,ARLINGTON HEIGHTS SCH DIST 25,COOK,Elementary,,"  5,146.79 ",,"  28,965,134.24 ","  4,653,573.11 ","  7,339,181.16 ","  23,216,520.35 ","  64,174,408.86 ",1.05731,"  66,521,705.45 ","  12,924.89 ",,"  58,673,194.24 ","  4,907,481.08 ","  65,314,129.85 ",98.2%,,"  1,207,575.60 ",98%,3,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ 21.18 , $ -   ,"  109,016.26 ",  -    ,"  109,016.25 ",  21.18 ,"  4,949,564.58 ","  5,058,580.83 ",,"  5,058,580.83 ",,53,27,,235
0501602600200,RIVER TRAILS SCHOOL DIST 26,COOK,Elementary,,"  1,522.73 ",,"  8,901,946.02 ","  1,376,806.78 ","  3,220,411.75 ","  7,272,772.39 ","  20,771,936.94 ",1.05731,"  21,545,574.06 ","  14,149.30 ",,"  20,434,764.58 ","  1,473,157.26 ","  22,573,004.45 ",104.8%,,"  (1,027,430.39)",105%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 1.09 ,  -    ,"  1,657.91 ","  1,657.90 ",  1.08 ,"  1,522,060.19 ","  1,523,718.09 ",,"  1,523,718.09 ",,57,29,,-675
0501602700200,NORTHBROOK ELEM SCHOOL DIST 27,COOK,Elementary,,"  1,368.25 ",,"  7,631,453.81 ","  1,237,130.60 ","  1,531,746.84 ","  6,029,825.39 ","  16,430,156.64 ",1.05731,"  17,026,199.62 ","  12,443.77 ",,"  25,676,400.98 ","  789,399.14 ","  27,023,780.28 ",158.7%,,"  (9,997,580.66)",159%,4,0,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , $ -   , $ -   , $ -   , $ -   , $ 0.96 ,  -    ,"  1,310.15 ","  1,310.14 ",  0.95 ,"  790,086.65 ","  791,396.79 ",,"  791,396.79 ",,57,29,,-7307
